ID,R_DATE,C_NUM,Q_NUM,DIFFICULTY,Q_TYPE,SOURCE,SOURCE_TYPE,S_CAT,CAT,QUESTION,A1,A2,A3,A4,IMAGE_FILE
0077301,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,IN 1949 ITALY BECAME A FOUNDING MEMBER OF THIS WESTERN MILITARY ALLIANCE,NATO,,,,
0077302,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,"IN OCTOBER 1922, HE BECAME THE YOUNGEST PRIME MINISTER IN ITALY'S HISTORY",MUSSOLINI,,,,
0077303,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,"IN THE 1860 TREATY OF TURIN, THIS KING GRANTED THE CITY OF NICE TO FRANCE",VICTOR EMMANUEL,,,,
0077304,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,IN THE EARLY 1850S THIS MILITARY HERO WORKED AS A CANDLEMAKER ON STATEN ISLAND,GARIBALDI,,,,
0077305,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,"""LOST IN THE STARS"" IS A MUSICAL VERSION OF ALAN PATON'S ""CRY, THE BELOVED COUNTRY"", SET HERE",SOUTH AFRICA,,,,
0077306,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,ANDERSON DRAMATIZED THIS WILLIAM MARCH NOVEL ABOUT A GROTESQUELY EVIL LITTLE GIRL,THE BAD SEED,,,,
0077307,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,"HIS 1935 PLAY ""WINTERSET"" WAS INSPIRED BY THESE 2 ANARCHISTS TRIED FOR ROBBERY & MURDER IN THE 1920S",SACCO & VANZETTI,,,,
0077308,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,"IT COMPLETES THE TITLE OF HIS FIRST SUCCESS, AN ANTI-WAR DRAMA, ""WHAT PRICE...""",GLORY,,,,
0077309,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,"THIS QUEEN WAS THE ANNE IN ANDERSON'S 1948 ""ANNE OF THE THOUSAND DAYS""",ANNE BOLEYN,,,,
0077310,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,FAIRY TALES BY THE GRIMMS AND OTHERS WERE ADAPTED FOR THIS STEPHEN SONDHEIM MUSICAL,INTO THE WOODS,,,,
0077311,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,"THE WORKING TITLE OF THIS MUSICAL WAS ""WELCOME TO BERLIN""",CABARET,,,,
0077312,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,"THIS MUSICAL ABOUT MARRIED LIFE IS AN ADAPTATION OF ""THE FOUR-POSTER""","I DO, I DO",,,,
0077313,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,"THIS MUSICAL OPENS WITH THE SONG ""THERE'S A SUCKER BORN EVERY MINUTE""",BARNUM,,,,
0077314,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,"YUL BRYNNER PLAYED THE MONARCH IN THIS MUSICAL 4,625 TIMES",THE KING AND I,,,,
0077315,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,IN 1861 THIS SOCIAL REFORMER WAS APPOINTED UNION SUPERINTENDENT OF NURSES AT AGE 59,DOROTHEA DIX,,,,
0077316,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,"IN DECEMBER, 1864, THE RANK OF VICE-ADMIRAL WAS CREATED FOR THIS HERO OF MOBILE BAY",DAVID FARRAGUT,,,,
0077317,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,"ON APRIL 14, 1865, GENERAL ROBERT ANDERSON RAISED THE SAME FLAG HE'D LOWERED OVER THIS PORT FOUR YEARS BEFORE",FORT SUMTER,,,,
0077318,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,"ON APRIL 9, 1865, HE TOLD HIS TROOPS, ""I HAVE DONE MY BEST FOR YOU; MY HEART IS TOO FULL TO SAY MORE""",ROBERT E. LEE,,,,
0077319,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,"ON NOVEMBER 7, 1862, AMBROSE BURNSIDE REPLACED HIM AS COMMANDER OF THE ARMY OF THE POTOMAC",MCCLELLAN,,,,
0077320,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,ALMOST ALL U.S. NUCLEAR REACTORS USE THIS LIQUID AS A COOLANT,WATER,,,,
0077321,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,FUSION REACTIONS OCCUR IN THIS SUPERHOT GAS MADE UP OF FREE ELECTRONS & FREE NUCLEI,THE PLASMA,,,,
0077322,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,IN 1957 THE U.N. SET UP THE INTERNATIONAL ATOMIC ENERGY AGENCY IN THIS AUSTRIAN CAPITAL,VIENNA,,,,
0077323,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,"THE FIRST UNDERWATER ATOMIC EXPLOSION TOOK PLACE ON JULY 25, 1946 OFF THIS PACIFIC ATOLL",BIKINI,,,,
0077324,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,THIS ISOTOPE OF URANIUM IS THE ONE USED AS FUEL BY ALMOST ALL NUCLEAR REACTORS,U-235,,,,
0077325,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,1 OF 3 WOMEN ELECTED GOVERNOR IN 1990,"(1 OF) ANN RICHARDS (OF TEXAS), BARBARA ROBERTS (OF OREGON) OR JOAN FINNEY (OF KANSAS)",,,,
0077326,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,FROM 1955-1961 THIS TEXAN WAS THE SENATE MAJORITY LEADER,(LYNDON) JOHNSON,,,,
0077327,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,"IN 1984 THIS DEMOCRAT WON ELECTION TO THE U.S. SENATE FROM TENNESSEE, SUCCEEDING HOWARD BAKER",(ALBERT) GORE (JR.),,,,
0077328,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,THIS HUD SECRETARY WAS PRESIDENT OF THE AFL PLAYERS ASSOCIATION FROM 1965-1970,(JACK) KEMP,,,,
0077329,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,"THIS SENATOR FROM WISCONSIN WHO FOUNDED THE PROGRESSIVE MOVEMENT WAS NICKNAMED ""BATTLIN' BOB""",BOB LA FOLLETTE,,,,
0077330,11/20/1992,,,,FINAL JEOPARDY,JEOPARDY,,,JEOPARDY: PRESIDENTS' HOMES,THE EXTERIOR OF THE GOVERNOR'S MANSION IN FLORIDA IS MODELED AFTER THE HOME OF THIS PRESIDENT,ANDREW JACKSON,,,,
0077331,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: SIGNS & SIGNALS,"IN THIS GAME, A TUG ON THE EAR MEANS ""SOUNDS LIKE"", AND A TOUCH ON THE NOSE: ""YOU'RE RIGHT""",CHARADES,,,,
0077332,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: SIGNS & SIGNALS,IT'S WAVED TO INDICATE A TRUCE OR SURRENDER,WHITE FLAG,,,,
0077333,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: SIGNS & SIGNALS,THE RINGING OF THE CHURCH BELLS ON THIS HOLIDAY IN 1572 WAS THE SIGNAL TO MASSACRE HUGUENOTS,ST. BARTHOLOMEW'S DAY,,,,
